step,agent_id,x,y,toxicload
1,5,576.5730925158773,311.2807224523682,0.0
1,35,573.9545941546019,566.9545941546019,0.0
1,30,287.9602381063466,403.0397618936534,0.015
1,32,313.5,707.8571067811865,0.0
1,6,292.2807224523682,635.5730925158773,0.0
1,45,344.28829460822595,397.4294315360753,0.015
1,4,539.9545941546019,347.95459415460186,0.0
1,13,667.5,396.85710678118653,0.0
1,12,248.95459415460184,295.0454058453982,0.0
1,28,404.95459415460186,650.9545941546019,0.0
1,23,543.0454058453981,314.04540584539814,0.0
1,41,297.95459415460186,633.0454058453981,0.0
1,43,589.0454058453981,282.04540584539814,0.0
1,11,516.9545941546019,365.95459415460186,0.0
1,36,526.0454058453981,538.0454058453981,0.0
1,39,419.95459415460186,719.9545941546019,0.0
1,7,517.2807224523682,337.57309251587725,0.0
1,25,260.9583530911016,493.9583530911016,0.01
1,34,400.57309251587725,255.2807224523682,0.0
1,50,260.0397618936534,415.0397618936534,0.015
1,2,431.28576559489017,433.57141146836994,0.01
1,10,291.28576559489017,341.57141146836994,0.01
1,18,310.2807224523682,303.42690748412275,0.0
1,26,369.2807224523682,282.57309251587725,0.0
1,27,284.04540584539814,257.04540584539814,0.0
1,42,227.57309251587728,615.2807224523682,0.0
1,16,439.57309251587725,643.2807224523682,0.0
1,20,303.2807224523682,593.5730925158773,0.0
1,19,234.2807224523682,524.5730925158773,0.0
1,49,414.2807224523682,353.57309251587725,0.0
1,44,358.28829460822595,409.5705684639247,0.015
1,9,659.9545941546019,718.9545941546019,0.0
1,31,352.42690748412275,300.2807224523682,0.0
1,29,466.2807224523682,417.42690748412275,0.0
1,46,544.4269074841227,438.2807224523682,0.0
1,21,556.4269074841227,585.2807224523682,0.0
1,38,649.2807224523682,665.5730925158773,0.0
1,24,238.2807224523682,588.5730925158773,0.0
1,8,476.95459415460186,473.95459415460186,0.0
1,17,493.95459415460186,474.0454058453982,0.0
1,37,499.9545941546018,605.9545941546019,0.0
1,1,231.42690748412272,507.2807224523682,0.0
1,22,254.2807224523682,666.5730925158773,0.0
1,47,488.04540584539814,551.0454058453981,0.0
1,14,285.42858853163006,491.28576559489017,0.01
1,3,474.95459415460186,290.9545941546018,0.0
1,33,540.9545941546019,364.95459415460186,0.0
1,40,625.5730925158773,245.7192775476318,0.0
1,48,642.9545941546019,326.95459415460186,0.0
1,15,664.9545941546019,309.95459415460186,0.0
2,5,575.7088456795462,312.29115432045376,0.0
2,35,574.9091883092037,567.9091883092037,0.0
2,30,288.07384646620704,402.07384646620704,0.03
2,32,312.7979184719829,706.7979184719828,0.0
2,6,293.29115432045376,634.7088456795462,0.0
2,45,345.30811954504304,396.69188045495696,0.03
2,4,540.9091883092037,348.9091883092037,0.0
2,13,666.7979184719828,395.7979184719829,0.0
2,12,249.90918830920367,294.09081169079633,0.0
2,28,405.9091883092037,651.9091883092037,0.0
2,23,542.0908116907963,313.0908116907963,0.0
2,41,298.5,631.9213203435596,0.0
2,43,588.0908116907963,281.0908116907963,0.0
2,11,517.9091883092037,366.9091883092037,0.0
2,36,525.5,536.9213203435596,0.0
2,39,420.9091883092037,720.9091883092037,0.0
2,7,518.2911543204538,336.7088456795462,0.0
2,25,261.9204799203897,494.9204799203897,0.02
2,34,399.7088456795462,256.2911543204538,0.0
2,50,259.07384646620704,414.07384646620704,0.03
2,2,432.30244593163985,432.69755406836015,0.02
2,10,292.30244593163985,340.69755406836015,0.02
2,18,311.58404753926726,303.41595246073274,0.0
2,26,370.2911543204538,281.7088456795462,0.0
2,27,283.0908116907963,256.0908116907963,0.0
2,42,226.70884567954622,616.2911543204538,0.0
2,16,438.3811388300842,643.5,0.0
2,20,302.70884567954624,592.7088456795462,0.0
2,19,235.29115432045376,523.7088456795462,0.0
2,49,415.2911543204538,352.7088456795462,0.0
2,44,358.6010127638565,408.3989872361435,0.03
2,9,660.9091883092037,719.9091883092037,0.0
2,31,351.7088456795462,301.2911543204538,0.0
2,29,467.29115432045376,416.7088456795462,0.0
2,46,543.7088456795462,439.29115432045376,0.0
2,21,557.2911543204538,586.2911543204538,0.0
2,38,650.2911543204538,664.7088456795462,0.0
2,24,239.29115432045378,587.7088456795462,0.0
2,8,477.9091883092037,474.9091883092037,0.0
2,17,494.90918830920367,473.09081169079633,0.0
2,37,500.90918830920367,606.9091883092037,0.0
2,1,232.29115432045378,508.2911543204538,0.0
2,22,255.29115432045378,665.7088456795462,0.0
2,47,486.9213203435596,550.5,0.0
2,14,285.5953391504533,492.5953391504533,0.02
2,3,475.90918830920367,291.90918830920367,0.0
2,33,541.9091883092037,365.9091883092037,0.0
2,40,624.7088456795462,244.70884567954622,0.0
2,48,643.9091883092037,327.9091883092037,0.0
2,15,665.9091883092037,310.9091883092037,0.0
3,5,574.7542515249444,313.2457484750556,0.0
3,35,575.5,569.0144660940673,0.0
3,30,287.1022201510125,401.1022201510125,0.045
3,32,311.57132034355965,706.5,0.0
3,6,293.53864169386907,633.4613583061309,0.0
3,45,346.2797458602376,395.7202541397624,0.045
3,4,541.8637824638056,349.8637824638056,0.0
3,13,665.843324317381,394.843324317381,0.0
3,12,251.01446609406725,293.5,0.0
3,28,406.8637824638056,652.8637824638056,0.0
3,23,541.1362175361944,312.1362175361944,0.0
3,41,299.156675682619,630.843324317381,0.0
3,43,587.1362175361944,280.1362175361944,0.0
3,11,518.8637824638056,367.8637824638056,0.0
3,36,524.843324317381,535.843324317381,0.0
3,39,421.8637824638056,721.8637824638056,0.0
3,7,519.2457484750556,335.7542515249444,0.0
3,25,262.88639534783607,495.88639534783607,0.03
3,34,398.7542515249443,257.2457484750557,0.0
3,50,258.1022201510125,413.1022201510125,0.045
3,2,433.2683613590862,431.7316386409138,0.03
3,10,293.2683613590862,339.7316386409138,0.03
3,18,312.5386416938691,302.4613583061309,0.0
3,26,371.2457484750557,280.7542515249443,0.0
3,27,281.98553390593264,255.5,0.0
3,42,225.75425152494438,617.2457484750556,0.0
3,16,437.1684650873175,643.8315349126825,0.0
3,20,301.7542515249444,591.7542515249444,0.0
3,19,236.2457484750556,522.7542515249444,0.0
3,49,416.5386416938691,352.4613583061309,0.0
3,44,359.57263907905104,407.42736092094896,0.045
3,9,661.8637824638056,720.8637824638056,0.0
