step,agent_id,x,y,toxicload
1,5,577.3705744801479,309.87647517328406,0.0
1,35,573.3705744801479,565.876475173284,0.0
1,30,287.72215702440485,403.72215702440485,0.015
1,32,313.12352482671594,709.3705744801479,0.0
1,6,290.72379009055425,636.2762099094457,0.0
1,45,343.27784297559515,396.72215702440485,0.015
1,4,539.3705744801479,346.87647517328406,0.0
1,13,668.2762099094457,397.72379009055425,0.0
1,12,247.72379009055425,295.7237900905543,0.0
1,28,403.72379009055425,649.7237900905543,0.0
1,23,543.7237900905543,314.27620990944575,0.0
1,41,296.87647517328406,634.3705744801479,0.0
1,43,590.3705744801479,282.87647517328406,0.0
1,11,516.3705744801479,364.87647517328406,0.0
1,36,526.3705744801479,539.123524826716,0.0
1,39,418.72379009055425,718.7237900905543,0.0
1,7,516.3705744801479,337.87647517328406,0.0
1,25,260.2772975502041,492.7227024497959,0.01
1,34,400.72379009055425,253.72379009055427,0.0
1,50,260.72215702440485,415.72215702440485,0.015
1,2,430.37203370335027,433.8759887655499,0.01
1,10,289.7227024497959,341.7227024497959,0.01
1,18,309.27620990944575,303.27620990944575,0.0
1,26,368.27620990944575,283.27620990944575,0.0
1,27,284.87647517328406,258.3705744801478,0.0
1,42,228.12352482671594,614.3705744801479,0.0
1,16,439.72379009055425,642.2762099094457,0.0
1,20,302.27620990944575,594.2762099094457,0.0
1,19,232.72379009055427,524.7237900905543,0.0
1,49,413.3705744801478,353.87647517328406,0.0
1,44,356.72215702440485,409.72215702440485,0.015
1,9,659.2762099094457,718.2762099094457,0.0
1,31,352.27620990944575,298.72379009055425,0.0
1,29,465.3705744801478,416.87647517328406,0.0
1,46,544.2762099094457,437.27620990944575,0.0
1,21,556.3705744801479,583.876475173284,0.0
1,38,647.7237900905543,665.7237900905543,0.0
1,24,237.12352482671594,589.3705744801479,0.0
1,8,476.3705744801478,472.87647517328406,0.0
1,17,493.27620990944575,474.72379009055425,0.0
1,37,498.72379009055425,604.7237900905543,0.0
1,1,231.37057448014784,505.87647517328406,0.0
1,22,252.87647517328406,667.3705744801479,0.0
1,47,488.87647517328406,552.3705744801479,0.0
1,14,284.8759887655499,490.37203370335027,0.01
1,3,474.27620990944575,289.72379009055425,0.0
1,33,539.7237900905543,363.72379009055425,0.0
1,40,626.2762099094457,246.72379009055427,0.0
1,48,642.3705744801479,325.87647517328406,0.0
1,15,664.3705744801479,308.87647517328406,0.0
2,5,577.7411489602957,309.7529503465681,0.0
2,35,573.7411489602957,565.7529503465681,0.0
2,30,287.4426713273041,403.4426713273041,0.03
2,32,313.2470496534319,709.7411489602957,0.0
2,6,290.44758018110855,636.5524198188915,0.0
2,45,343.5,396.4189250135606,0.03
2,4,539.7411489602957,346.7529503465681,0.0
2,13,668.4475801811085,397.44758018110855,0.0
2,12,247.55241981889142,295.44758018110855,0.0
2,28,403.44758018110855,649.5524198188915,0.0
2,23,543.4475801811085,314.44758018110855,0.0
2,41,296.7529503465681,634.7411489602957,0.0
2,43,590.7411489602957,282.7529503465681,0.0
2,11,516.7411489602957,364.7529503465681,0.0
2,36,526.7411489602957,539.2470496534319,0.0
2,39,418.44758018110855,718.5524198188915,0.0
2,7,516.7411489602957,337.7529503465681,0.0
2,25,260.44431297599505,492.44431297599505,0.02
2,34,400.44758018110855,253.55241981889148,0.0
2,50,260.5,415.4189250135606,0.03
2,2,430.74553237593375,433.75148920802206,0.02
2,10,289.44431297599505,341.55568702400495,0.02
2,18,309.5524198188915,303.5524198188915,0.0
2,26,368.5524198188915,283.5524198188915,0.0
2,27,284.7529503465681,258.7411489602956,0.0
2,42,228.24704965343187,614.7411489602957,0.0
2,16,439.42586718118656,642.5,0.0
2,20,302.5524198188915,594.5524198188914,0.0
2,19,232.44758018110858,524.4475801811085,0.0
2,49,413.7411489602956,353.7529503465681,0.0
2,44,356.5,409.4189250135606,0.03
2,9,659.5524198188914,718.5524198188914,0.0
2,31,352.5,298.4258671811865,0.0
2,29,465.7411489602956,416.7529503465681,0.0
2,46,544.5524198188914,437.5524198188915,0.0
2,21,556.7411489602957,583.7529503465681,0.0
2,38,647.4475801811086,665.4475801811086,0.0
2,24,237.2470496534319,589.7411489602957,0.0
2,8,476.7411489602956,472.7529503465681,0.0
2,17,493.5524198188915,474.4475801811085,0.0
2,37,498.42586718118656,604.5,0.0
2,1,231.74114896029567,505.7529503465681,0.0
2,22,252.75295034656813,667.7411489602957,0.0
2,47,488.7529503465681,552.7411489602957,0.0
2,14,284.75148920802206,490.74553237593375,0.02
2,3,474.4475801811085,289.4475801811085,0.0
2,33,539.5,363.42586718118656,0.0
2,40,626.5524198188914,246.44758018110855,0.0
2,48,642.7411489602957,325.7529503465681,0.0
2,15,664.7411489602957,308.7529503465681,0.0
3,5,578.1117234404436,309.6294255198522,0.0
3,35,574.1117234404436,565.6294255198521,0.0
3,30,287.16153319625516,403.16153319625516,0.045
3,32,313.3705744801478,710.1117234404436,0.0
3,6,290.1713702716628,636.8286297283372,0.0
3,45,343.5,396.02133565573104,0.045
3,4,540.1117234404436,346.6294255198522,0.0
3,13,668.1713702716628,397.1713702716628,0.0
3,12,247.82862972833715,295.1713702716628,0.0
3,28,403.1713702716628,649.8286297283372,0.0
3,23,543.1713702716628,314.1713702716628,0.0
3,41,296.6294255198522,635.1117234404436,0.0
3,43,591.1117234404436,282.6294255198522,0.0
3,11,517.1117234404436,364.6294255198522,0.0
3,36,527.1117234404436,539.3705744801479,0.0
3,39,418.1713702716628,718.8286297283372,0.0
3,7,517.1117234404436,337.6294255198522,0.0
3,25,260.1648272788943,492.1648272788943,0.03
3,34,400.1713702716628,253.8286297283372,0.0
3,50,260.5,415.02133565573104,0.045
3,2,431.1205017864075,433.6264994045308,0.03
3,10,289.1648272788943,341.8351727211057,0.03
3,18,309.82862972833726,303.82862972833726,0.0
3,26,368.82862972833726,283.82862972833726,0.0
3,27,284.6294255198522,259.1117234404434,0.0
3,42,228.3705744801478,615.1117234404436,0.0
3,16,439.03524738118654,642.5,0.0
3,20,302.8286297283372,594.8286297283371,0.0
3,19,232.17137027166282,524.1713702716628,0.0
3,49,414.1117234404434,353.6294255198522,0.0
3,44,356.5,409.02133565573104,0.045
