step,agent_id,x,y,toxicload
1,2,431.04540584539814,514.9545941546019,0.0
1,3,506.04540584539814,505.9545941546018,0.0
1,1,411.2807224523682,505.42690748412275,0.0
2,2,429.9213203435596,515.5,0.0
2,3,505.0908116907963,506.0908116907963,0.0
2,1,412.2911543204538,506.29115432045376,0.0
3,2,428.843324317381,516.156675682619,0.0
3,3,504.1362175361944,505.1362175361944,0.0
3,1,413.2457484750556,507.2457484750556,0.0
4,2,427.88873016277915,515.8887301627791,0.0
4,3,503.1816233815926,504.18162338159254,0.0
4,1,412.7996573703426,508.2003426296575,0.0
5,2,426.9341360081773,516.0658639918228,0.0
5,3,502.22702922699074,503.22702922699074,0.0
5,1,411.8450632157407,509.1549367842593,0.0
6,2,425.9795418535754,515.9795418535754,0.0
6,3,501.2724350723889,502.27243507238893,0.0
6,1,410.8904690611389,510.10953093886116,0.0
7,2,424.82817459305187,515.5,0.0
7,3,500.317840917787,501.3178409177871,0.0
7,1,409.93587490653704,511.06412509346296,0.0
8,2,423.77746032555825,514.7774603255583,0.0
8,3,499.36324676318526,500.3632467631852,0.0
8,1,408.9812807519352,512.0187192480648,0.0
9,2,422.82286617095644,515.1771338290436,0.0
9,3,498.40865260858334,499.4086526085834,0.0
9,1,408.0266865973333,512.0266865973333,0.0
10,2,421.8682720163546,514.8682720163546,0.0
10,3,497.45405845398153,498.45405845398153,0.0
10,1,406.8948473290689,511.5,0.0
11,2,420.9136778617527,513.9136778617527,0.0
11,3,496.49946429937967,497.4994642993797,0.0
11,1,405.5448473290689,511.5,0.0
12,2,419.7350288425442,513.5,0.0
12,3,495.5448701447778,496.54487014477786,0.0
12,1,404.5771176959008,510.5771176959009,0.0
13,2,418.41870311492215,513.5812968850779,0.0
13,3,494.59027599017605,495.59027599017594,0.0
13,1,403.622523541299,509.622523541299,0.0
14,2,417.4641089603203,514.4641089603202,0.0
14,3,493.6356818355742,494.63568183557413,0.0
14,1,403.3750361678837,508.37503616788376,0.0
15,2,416.5095148057184,513.5095148057184,0.0
15,3,492.3881944621589,494.3881944621589,0.0
15,1,402.5,507.3874880161882,0.0
16,2,415.2620274323031,513.2620274323031,0.0
16,3,491.43360030755707,493.433600307557,0.0
16,1,402.17295463986665,506.1729546398666,0.0
17,2,414.30743327770125,512.6925667222988,0.0
17,3,490.47900615295515,492.4790061529552,0.0
17,1,401.2183604852648,505.2183604852648,0.0
18,2,413.2918830920364,513.5,0.0
18,3,489.5244119983534,491.5244119983533,0.0
18,1,400.5,504.1659151409344,0.0
19,2,411.9418830920364,513.5,0.0
19,3,488.56981784375154,490.5698178437515,0.0
19,1,400.98372104275234,503.01627895724766,0.0
20,2,410.85786437626876,512.8578643762688,0.0
20,3,487.6152236891496,491.3847763108503,0.0
20,1,401.0616848026458,502.06168480264586,0.0
21,2,409.6560966544095,512.5,0.0
21,3,486.66062953454775,490.66062953454775,0.0
21,1,400.107090648044,501.107090648044,0.0
22,2,408.3628896294382,512.3628896294382,0.0
22,3,485.7060353799459,489.70603537994594,0.0
22,1,399.5,500.00855582805366,0.0
23,2,407.37031021678257,511.5,0.0
23,3,484.7514412253441,490.2485587746559,0.0
23,1,398.9050091200268,498.9050091200268,0.0
24,2,406.02031021678255,511.5,0.0
24,3,483.7968470707422,491.2031529292577,0.0
24,1,397.95041496542495,497.950414965425,0.0
25,2,404.9133207280057,510.9133207280058,0.0
25,3,482.5698051533944,491.49999999999994,0.0
25,1,398.00417918917685,496.99582081082315,0.0
26,2,403.9587265734039,509.9587265734039,0.0
26,3,481.30187232391165,491.6981276760883,0.0
26,1,398.04122665622134,496.0412266562213,0.0
27,2,403.5,508.79873734152875,0.0
27,3,480.28401871576756,492.5,0.0
27,1,397.5,494.915410077546,0.0
28,2,402.7566450453868,507.7566450453868,0.0
28,3,479.0997907958946,492.09979079589453,0.0
28,1,396.8391451282042,493.83914512820417,0.0
29,2,402.5,506.51295090390187,0.0
29,3,478.1451966412928,491.8548033587072,0.0
29,1,396.5,492.6296236399191,0.0
30,2,401.5545635173697,505.5545635173697,0.0
30,3,477.1906024866909,492.1906024866909,0.0
30,1,395.63706360018705,491.637063600187,0.0
31,2,400.59996936276787,504.5999693627678,0.0
31,3,476.2360083320891,491.23600833208906,0.0
31,1,394.6824694455852,490.6824694455852,0.0
32,2,400.64751801064745,503.35248198935255,0.0
32,3,475.28141417748725,490.28141417748725,0.0
32,1,393.7278752909833,489.7278752909833,0.0
33,2,401.3978878347507,502.3978878347507,0.0
33,3,474.25508652763307,489.5,0.0
33,1,393.5,488.4722643270383,0.0
34,2,400.4432936801488,501.4432936801489,0.0
34,3,472.90508652763305,489.5,0.0
34,1,393.23290054415276,487.23290054415276,0.0
35,2,399.5,500.4840187157673,0.0
35,3,471.83184527605476,488.8318452760548,0.0
35,1,392.2783063895509,486.2783063895509,0.0
36,2,399.24121215213165,499.2412121521317,0.0
36,3,470.87725112145296,489.12274887854704,0.0
36,1,391.323712234949,485.323712234949,0.0
37,2,398.28661799752985,498.28661799752985,0.0
37,3,469.92265696685115,490.0773430331489,0.0
37,1,390.63088191965284,484.36911808034716,0.0
38,2,397.667976157072,497.33202384292804,0.0
38,3,468.9680628122493,491.0319371877507,0.0
38,1,391.4145239257453,483.4145239257453,0.0
39,2,398.3774296883262,496.3774296883262,0.0
39,3,468.0134686576474,491.9865313423525,0.0
39,1,390.45992977114344,482.45992977114344,0.0
40,2,397.5,495.39087296525963,0.0
40,3,466.8761543394985,492.5,0.0
40,1,389.5053356165416,481.5053356165416,0.0
41,2,397.175348160309,494.175348160309,0.0
41,3,465.81138712963036,491.8113871296303,0.0
41,1,388.5507414619397,480.5507414619397,0.0
42,2,396.5,493.1050865276327,0.0
42,3,464.59036790187173,491.49999999999994,0.0
42,1,387.3032540885244,480.6967459114756,0.0
43,2,395.9732666322919,491.9732666322918,0.0
43,3,463.60930560161324,490.60930560161324,0.0
43,1,386.5,481.7140271739772,0.0
44,2,395.01867247769,491.01867247769,0.0
44,3,462.6547114470114,491.34528855298856,0.0
44,1,386.1011725605073,482.8988274394927,0.0
45,2,394.06407832308815,490.06407832308815,0.0
45,3,461.7001172924095,490.7001172924095,0.0
45,1,385.1465784059054,483.1465784059054,0.0
46,2,393.5,488.9477272147519,0.0
46,3,460.7455231378077,489.74552313780765,0.0
46,1,384.19198425130355,482.80801574869645,0.0
47,2,393.5,487.5977272147519,0.0
47,3,459.79092898320584,488.79092898320584,0.0
47,1,383.2373900967017,483.7626099032983,0.0
48,2,392.6145094216557,486.6145094216557,0.0
48,3,458.5614357137371,488.5,0.0
48,1,382.19282707551514,484.5,0.0
49,2,391.65991526705386,485.65991526705386,0.0
49,3,457.58884745518867,489.4111525448113,0.0
49,1,381.03530856868457,484.96469143131543,0.0
50,2,390.705321112452,484.705321112452,0.0
50,3,456.3413600817734,489.6586399182266,0.0
50,1,380.0807144140827,485.0807144140827,0.0
51,2,391.24927304214987,483.75072695785013,0.0
51,3,455.38676592717155,490.61323407282845,0.0
51,1,379.12612025948084,484.87387974051916,0.0
52,2,390.79613280324827,482.79613280324827,0.0
52,3,454.4321717725697,491.43217177256963,0.0
52,1,378.171526104879,485.171526104879,0.0
53,2,389.8415386486464,481.8415386486464,0.0
53,3,453.4775776179678,490.5224223820322,0.0
53,1,377.2169319502771,484.7830680497229,0.0
54,2,388.88694449404454,480.88694449404454,0.0
54,3,452.52298346336596,491.477016536634,0.0
54,1,376.1638948873805,485.5,0.0
55,2,387.6972221513634,480.5,0.0
55,3,451.56838930876415,492.43161069123585,0.0
55,1,375.01485042226,485.98514957774,0.0
56,2,386.6848629660274,481.3151370339726,0.0
56,3,450.6137951541623,493.38620484583765,0.0
56,1,374.06025626765813,486.93974373234187,0.0
57,2,386.4373755926121,482.5626244073879,0.0
57,3,449.6592009995604,492.6592009995604,0.0
57,1,372.9423220121267,487.5,0.0
58,2,385.48278143801025,483.48278143801025,0.0
58,3,448.70460684495856,493.2953931550414,0.0
58,1,371.59232201212666,487.5,0.0
59,2,384.5281872834084,482.5281872834084,0.0
59,3,447.45711947154325,493.5428805284567,0.0
59,1,370.6106873662257,488.3893126337743,0.0
60,2,383.5735931288065,483.4264068711935,0.0
60,3,446.50252531694144,494.49747468305856,0.0
60,1,369.65609321162384,489.34390678837616,0.0
61,2,382.61899897420466,484.38100102579534,0.0
61,3,445.5479311623396,495.45206883766036,0.0
61,1,368.701499057022,488.701499057022,0.0
62,2,381.37151160078935,484.62848839921065,0.0
62,3,444.5933370077377,494.5933370077377,0.0
62,1,367.45401168360667,488.45401168360667,0.0
63,2,380.4169174461875,485.4169174461875,0.0
63,3,443.63874285313585,495.3612571468641,0.0
63,1,366.5005824709952,487.4994175290048,0.0
64,2,379.4623232915856,484.5376767084144,0.0
64,3,442.684148698534,494.684148698534,0.0
64,1,367.45517662559706,486.54482337440294,0.0
65,2,378.50772913698376,485.49227086301624,0.0
65,3,441.7295545439321,495.2704454560678,0.0
65,1,366.5902292198011,485.5902292198011,0.0
66,2,377.5531349823819,484.5531349823819,0.0
66,3,440.7749603893303,496.2250396106697,0.0
66,1,365.6356350651992,484.6356350651992,0.0
67,2,376.59854082778,485.40145917222,0.0
67,3,439.8203662347285,497.17963376527155,0.0
67,1,364.68104091059735,483.68104091059735,0.0
68,2,375.3510534543647,485.6489465456353,0.0
68,3,438.8657720801267,496.8657720801267,0.0
68,1,365.2735532440045,482.7264467559955,0.0
69,2,374.39645929976285,486.60354070023715,0.0
69,3,437.9111779255249,497.08882207447516,0.0
69,1,365.4789593825802,481.4789593825802,0.0
70,2,373.4177848998401,487.5,0.0
70,3,436.95658377092303,498.04341622907697,0.0
