step,toxicload
11,0.0
11,0.0
11,0.10999999999999999
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.16499999999999998
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.10999999999999999
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.16499999999999998
11,0.0
11,0.16499999999999998
11,0.10999999999999999
11,0.10999999999999999
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.16499999999999998
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.16499999999999998
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.02
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.10999999999999999
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
11,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.11999999999999998
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.11999999999999998
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.17999999999999997
12,0.11999999999999998
12,0.11999999999999998
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.17999999999999997
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.03
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.11999999999999998
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
12,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.12999999999999998
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.12999999999999998
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.19499999999999995
13,0.12999999999999998
13,0.12999999999999998
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.19499999999999995
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.04
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.12999999999999998
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
13,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.13999999999999999
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.13999999999999999
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.20999999999999996
14,0.13999999999999999
14,0.13999999999999999
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.20999999999999996
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.05
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.13999999999999999
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
14,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.15
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.15
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.22499999999999998
15,0.15
15,0.15
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.22499999999999998
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.060000000000000005
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.15
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
15,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.24
16,0.0
16,0.0
16,0.0
16,0.24
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.165
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.24
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.16
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.24
16,0.0
16,0.24
16,0.16
16,0.16
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.24
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.235
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.07
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.16
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
16,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.255
17,0.0
17,0.0
17,0.0
17,0.255
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.18000000000000002
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.255
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.17
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.255
17,0.0
17,0.255
17,0.17
17,0.17
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.255
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.245
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.08
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.17
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
17,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.27
18,0.0
18,0.0
18,0.0
18,0.27
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.19000000000000003
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.265
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.18000000000000002
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.27
18,0.0
18,0.27
18,0.18000000000000002
18,0.18000000000000002
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.27
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.255
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.09
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.18000000000000002
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
18,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.28500000000000003
19,0.0
19,0.0
19,0.0
19,0.28500000000000003
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.20000000000000004
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.275
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.19000000000000003
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.28500000000000003
19,0.0
19,0.28500000000000003
19,0.19000000000000003
19,0.19000000000000003
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.28500000000000003
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.265
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.09999999999999999
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.19000000000000003
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
19,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.30000000000000004
20,0.0
20,0.0
20,0.0
20,0.30000000000000004
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.21000000000000005
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.28500000000000003
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.20000000000000004
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.30000000000000004
20,0.0
20,0.30000000000000004
20,0.20000000000000004
20,0.20000000000000004
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.30000000000000004
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.275
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.10999999999999999
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.20000000000000004
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
20,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.31500000000000006
21,0.0
21,0.0
21,0.0
21,0.31500000000000006
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.22000000000000006
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.29500000000000004
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.21000000000000005
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.31500000000000006
21,0.0
21,0.31500000000000006
21,0.21000000000000005
21,0.21000000000000005
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.31500000000000006
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.28500000000000003
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.11999999999999998
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.21000000000000005
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
21,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.33000000000000007
22,0.0
22,0.0
22,0.0
22,0.33000000000000007
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.23000000000000007
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.30500000000000005
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.22000000000000006
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.33000000000000007
22,0.0
22,0.33000000000000007
22,0.22000000000000006
22,0.22000000000000006
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.33000000000000007
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.29500000000000004
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.12999999999999998
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.22000000000000006
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
22,0.0
23,0.0
23,0.0
23,0.0
23,0.0
23,0.0
23,0.3450000000000001
23,0.0
23,0.0
23,0.0
23,0.3450000000000001
